Date,Close_GOOG,High_GOOG,Low_GOOG,Open_GOOG,Volume_GOOG,MA20,MA50,MA200,DailyReturn
2021-06-16,124.84,125.66,123.31,125.39,"26,316,000.00",121.22,117.49,96.2,0
2021-06-17,125.51,126.33,124.66,124.67,"25,756,000.00",121.76,117.77,96.42,0.01
2021-06-18,124.71,125.53,123.76,124.85,"53,306,000.00",122.14,118.01,96.63,-0.01
2021-06-21,125.6,126.17,124.28,124.89,"26,256,000.00",122.6,118.25,96.83,0.01
2021-06-22,126.14,126.4,125.17,125.59,"20,984,000.00",122.93,118.54,97.05,0
2021-06-23,125.6,126.93,125.39,125.69,"19,694,000.00",123.23,118.8,97.29,0
2021-06-24,126.42,126.67,126.1,126.19,"18,934,000.00",123.51,119.09,97.54,0.01
2021-06-25,126.13,126.64,125.58,126.09,"33,484,000.00",123.85,119.33,97.78,0
2021-06-28,125.96,126.47,125.12,126.14,"28,110,000.00",124.16,119.56,98.03,0
2021-06-29,125.16,126.14,124.58,125.91,"20,950,000.00",124.39,119.78,98.28,-0.01
2021-06-30,124.46,124.94,123.91,124.8,"24,006,000.00",124.6,119.99,98.53,-0.01
2021-07-01,125.51,125.6,124,124,"17,120,000.00",124.9,120.22,98.77,0.01
2021-07-02,127.84,127.97,125.91,125.98,"21,160,000.00",125.21,120.53,99.03,0.02
2021-07-06,128.89,129,127.54,128.57,"21,350,000.00",125.53,120.81,99.3,0.01
2021-07-07,129.19,129.75,128.88,129.46,"16,680,000.00",125.82,121.08,99.59,0
2021-07-08,128.3,129.15,127.17,127.38,"19,780,000.00",126.05,121.35,99.87,-0.01
2021-07-09,128.69,128.97,128.07,128.07,"15,106,000.00",126.22,121.56,100.15,0
2021-07-12,129.68,129.88,128.72,128.95,"16,944,000.00",126.47,121.74,100.45,0.01
2021-07-13,130.1,131.14,129.75,129.99,"16,618,000.00",126.7,121.95,100.75,0
2021-07-14,131.18,132.09,131,131,"17,912,000.00",127,122.2,101.04,0.01
2021-07-15,130.37,131.69,129.71,131.6,"16,586,000.00",127.27,122.47,101.33,-0.01
2021-07-16,130.95,131.28,129.93,130.75,"14,856,000.00",127.54,122.75,101.62,0
2021-07-19,128.38,130.35,127.66,130.26,"25,710,000.00",127.73,122.95,101.9,-0.02
2021-07-20,130.21,131.1,128.31,129.12,"19,084,000.00",127.96,123.17,102.18,0.01
2021-07-21,131.7,131.72,129.71,129.9,"14,742,000.00",128.24,123.48,102.48,0.01
2021-07-22,132.42,132.6,131.5,131.75,"13,608,000.00",128.58,123.83,102.77,0.01
2021-07-23,136.88,137.87,133.78,134.34,"26,378,000.00",129.1,124.35,103.09,0.03
2021-07-26,138.7,138.76,136.72,137.31,"23,052,000.00",129.73,124.87,103.42,0.01
2021-07-27,135.87,139.06,134.18,139.06,"42,164,000.00",130.22,125.29,103.73,-0.02
2021-07-28,135.45,138.73,135.42,137.62,"54,688,000.00",130.74,125.69,104.04,0
2021-07-29,135.61,136.22,135.21,135.45,"19,284,000.00",131.3,126.12,104.32,0
2021-07-30,134.3,134.85,133.9,134.59,"23,954,000.00",131.74,126.51,104.6,-0.01
2021-08-02,135.07,135.1,133.75,134.56,"20,140,000.00",132.1,126.87,104.89,0.01
2021-08-03,135.35,135.41,133.27,135.08,"19,064,000.00",132.42,127.25,105.18,0
2021-08-04,135.1,135.61,134.49,135.32,"16,528,000.00",132.72,127.56,105.47,0
2021-08-05,136.01,136.02,134.68,135.1,"11,866,000.00",133.1,127.89,105.76,0.01
2021-08-06,136.1,136.15,135.12,135.37,"13,560,000.00",133.47,128.2,106.06,0
2021-08-09,137.06,137.38,135.5,136.02,"12,374,000.00",133.84,128.55,106.35,0.01
2021-08-10,137.16,137.61,136.29,137.14,"16,034,000.00",134.19,128.9,106.63,0
2021-08-11,136.75,137.9,136.42,137.34,"15,204,000.00",134.47,129.22,106.91,0
2021-08-12,137.45,137.48,135.85,136.78,"14,646,000.00",134.83,129.56,107.2,0.01
2021-08-13,137.47,137.73,137.07,137.42,"12,580,000.00",135.15,129.93,107.49,0
2021-08-16,137.97,138.05,135.24,137.06,"18,040,000.00",135.63,130.25,107.8,0
2021-08-17,136.37,137.78,135.86,137.25,"21,272,000.00",135.94,130.53,108.1,-0.01
2021-08-18,135.64,137.35,135.49,136.18,"14,934,000.00",136.14,130.77,108.37,-0.01
2021-08-19,135.98,136.52,134.44,134.55,"18,296,000.00",136.32,131.02,108.65,0
2021-08-20,137.5,137.67,135.54,136.15,"15,564,000.00",136.35,131.27,108.93,0.01
2021-08-23,140.14,141.21,137.8,138.05,"21,090,000.00",136.42,131.57,109.19,0.02
2021-08-24,141.43,142.04,140.39,140.58,"15,126,000.00",136.7,131.89,109.46,0.01
2021-08-25,141.98,142.34,141.47,141.91,"12,838,000.00",137.02,132.23,109.73,0
2021-08-26,141.16,142.16,141.13,141.65,"14,922,000.00",137.3,132.55,110,-0.01
2021-08-27,143.57,144.03,141.05,141.15,"24,562,000.00",137.76,132.91,110.29,0.02
2021-08-30,144.48,145.49,143.62,143.72,"16,916,000.00",138.23,133.31,110.58,0.01
2021-08-31,144.47,145.12,144.01,144.89,"26,756,000.00",138.69,133.69,110.86,0
2021-09-01,144.85,145.82,144.62,144.66,"15,824,000.00",139.18,134.06,111.15,0
2021-09-02,143.24,145.33,143.13,144.96,"21,844,000.00",139.54,134.41,111.42,-0.01
2021-09-03,143.79,144.39,142.53,143.17,"19,104,000.00",139.92,134.76,111.7,0
2021-09-07,144.53,144.83,143.56,143.77,"15,170,000.00",140.3,135.13,111.99,0.01
2021-09-08,143.9,144.56,143.22,144.41,"15,486,000.00",140.63,135.49,112.27,0
2021-09-09,143.93,144.68,143.45,143.9,"14,798,000.00",140.99,135.86,112.56,0
2021-09-10,140.96,145.03,140.78,144.45,"32,896,000.00",141.17,136.19,112.83,-0.02
2021-09-13,142.49,143.21,141.32,142.23,"20,176,000.00",141.42,136.53,113.1,0.01
2021-09-14,142.43,143.74,141.93,143.18,"18,916,000.00",141.64,136.82,113.38,0
2021-09-15,144.22,144.59,141.29,142.78,"20,648,000.00",142.03,137.13,113.65,0.01
2021-09-16,143.39,144.21,142.44,144.13,"20,292,000.00",142.42,137.41,113.93,-0.01
2021-09-17,140.5,143.27,140.1,142.82,"60,040,000.00",142.65,137.66,114.19,-0.02
2021-09-20,138.07,138.42,136.12,138.06,"34,918,000.00",142.68,137.85,114.42,-0.02
2021-09-21,138.7,139.85,137.96,139.16,"18,130,000.00",142.6,138.03,114.66,0
2021-09-22,139.98,140.62,138.52,139.1,"22,068,000.00",142.53,138.22,114.91,0.01
2021-09-23,140.86,141.29,140.14,140.65,"17,272,000.00",142.48,138.42,115.16,0.01
2021-09-24,141.66,141.93,139.89,139.99,"14,950,000.00",142.5,138.64,115.42,0.01
2021-09-27,140.54,141.53,139.55,140.62,"18,844,000.00",142.35,138.84,115.68,-0.01
2021-09-28,135.26,138.66,134.78,138.14,"42,190,000.00",141.89,138.97,115.92,-0.04
2021-09-29,133.61,136.46,133.34,136.18,"26,338,000.00",141.35,139.04,116.14,-0.01
2021-09-30,132.36,134.67,132.1,133.41,"35,294,000.00",140.72,139.05,116.37,-0.01
2021-10-01,135.54,136.14,132.47,132.65,"28,388,000.00",140.34,139.12,116.6,0.02
2021-10-04,132.86,134.78,130.28,134.78,"31,530,000.00",139.79,139.04,116.83,-0.02
2021-10-05,135.25,136.43,133.09,133.09,"24,126,000.00",139.33,138.97,117.07,0.02
2021-10-06,136.42,136.92,133.57,133.71,"19,764,000.00",138.95,138.98,117.33,0.01
2021-10-07,138.24,139.2,137.62,137.92,"18,250,000.00",138.67,139.03,117.58,0.01
2021-10-08,139.1,139.36,138.48,138.96,"18,924,000.00",138.57,139.1,117.85,0.01
2021-10-11,137.9,139.81,137.86,138.85,"16,584,000.00",138.34,139.18,118.11,-0.01
2021-10-12,135.78,138.75,135.32,138.69,"22,536,000.00",138.01,139.19,118.36,-0.02
2021-10-13,136.96,137.61,136.05,136.81,"16,380,000.00",137.65,139.22,118.6,0.01
2021-10-14,140.45,140.69,138.39,139,"21,426,000.00",137.5,139.33,118.87,0.03
2021-10-15,140.71,141.23,140.11,141.23,"21,250,000.00",137.51,139.42,119.14,0
2021-10-18,141.99,142.03,140.25,140.25,"16,564,000.00",137.71,139.54,119.41,0.01
2021-10-19,142.84,143.13,142.12,142.32,"15,316,000.00",137.92,139.66,119.7,0.01
2021-10-20,141.45,143.27,140.95,143.24,"17,940,000.00",137.99,139.74,119.97,-0.01
2021-10-21,141.81,141.88,140.67,141.23,"14,850,000.00",138.04,139.84,120.25,0
2021-10-22,137.68,140.6,136.24,139.4,"30,182,000.00",137.84,139.85,120.5,-0.03
2021-10-25,137.83,138.26,135.82,137.87,"21,082,000.00",137.7,139.86,120.74,0
2021-10-26,138.72,139.88,138.06,139.65,"28,258,000.00",137.88,139.87,120.99,0.01
2021-10-27,145.43,148.1,138.95,138.95,"51,850,000.00",138.47,140.05,121.29,0.05
2021-10-28,145.14,146.42,143.78,146.3,"32,418,000.00",139.11,140.24,121.58,0
2021-10-29,147.26,147.6,144.18,144.53,"28,954,000.00",139.69,140.47,121.88,0.01
2021-11-01,142.8,147.39,142.6,147.16,"32,272,000.00",140.19,140.57,122.16,-0.03
2021-11-02,144.87,145.92,143.66,143.83,"21,150,000.00",140.67,140.67,122.44,0.01
2021-11-03,145.79,145.91,144.07,145.28,"17,886,000.00",141.14,140.76,122.7,0.01
2021-11-04,147.67,148.93,145.64,146.2,"24,700,000.00",141.61,140.87,122.97,0.01
2021-11-05,148.23,149.55,147.64,148.34,"20,408,000.00",142.07,141.01,123.24,0
2021-11-08,148.34,150.01,148.11,148.98,"18,388,000.00",142.59,141.11,123.51,0
2021-11-09,148.23,149.36,146.5,148.73,"16,876,000.00",143.21,141.18,123.78,0
2021-11-10,145.63,147.69,144.34,147,"22,708,000.00",143.64,141.2,124.05,-0.02
2021-11-11,145.75,147.49,145.7,146.11,"12,464,000.00",143.91,141.22,124.32,0
2021-11-12,148.63,148.84,145.46,146.83,"17,048,000.00",144.3,141.33,124.6,0.02
2021-11-15,148.37,149.45,147.64,148.98,"16,248,000.00",144.62,141.42,124.87,0
2021-11-16,148.06,148.81,147.34,148.16,"17,254,000.00",144.88,141.49,125.14,0
2021-11-17,148.05,148.61,147.55,148.21,"15,290,000.00",145.21,141.58,125.36,0
2021-11-18,149.68,150.58,147.99,148.13,"26,658,000.00",145.61,141.69,125.6,0.01
2021-11-19,148.93,150.82,148.87,149.97,"19,766,000.00",146.17,141.85,125.82,-0.01
2021-11-22,146.08,149.72,146.01,149.12,"24,608,000.00",146.58,141.92,126.03,-0.02
2021-11-23,145.76,146.69,143.9,146.11,"18,126,000.00",146.94,141.99,126.24,0
2021-11-24,145.72,146,144.21,145.36,"16,464,000.00",146.95,142.02,126.45,0
2021-11-26,141.84,144.31,141.52,144.03,"16,992,000.00",146.78,141.99,126.64,-0.03
2021-11-29,145.12,145.86,143.32,143.32,"26,276,000.00",146.68,142.08,126.84,0.02
2021-11-30,141.48,145.63,141.1,144.46,"41,590,000.00",146.61,142.15,127.02,-0.03
2021-12-01,140.66,145.5,140.54,143.23,"28,476,000.00",146.4,142.19,127.2,-0.01
2021-12-02,142.8,143.69,140.02,140.86,"21,250,000.00",146.25,142.24,127.39,0.02
2021-12-03,141.55,144.23,140.19,143.51,"26,688,000.00",145.95,142.26,127.57,-0.01
2021-12-06,142.82,143.37,139.69,142.6,"22,198,000.00",145.68,142.28,127.78,0.01
2021-12-07,147.03,147.29,144.71,144.96,"23,258,000.00",145.61,142.41,128,0.03
2021-12-08,147.71,148.14,146.2,147.32,"18,964,000.00",145.58,142.66,128.21,0
2021-12-09,147.1,148.59,146.53,147.17,"18,580,000.00",145.66,142.93,128.45,0
2021-12-10,147.66,148.38,146.36,148.09,"21,634,000.00",145.75,143.23,128.68,0
2021-12-13,145.71,147.55,145.37,147.44,"24,104,000.00",145.61,143.44,128.89,-0.01
2021-12-14,143.99,144.45,141.28,143.79,"24,778,000.00",145.39,143.66,129.09,-0.01
2021-12-15,146.37,146.51,141.74,143.38,"27,280,000.00",145.3,143.88,129.32,0.02
2021-12-16,143.85,147.54,143.11,147.07,"27,400,000.00",145.09,144.03,129.53,-0.02
2021-12-17,141.83,143.48,140.82,141.74,"43,404,000.00",144.7,144.1,129.72,-0.01
2021-12-20,141.43,141.64,139.3,139.72,"20,264,000.00",144.33,144.15,129.92,0
2021-12-21,143.24,143.71,140.77,142.18,"19,548,000.00",144.18,144.26,130.13,0.01
2021-12-22,145.95,146.3,142.98,143.12,"18,438,000.00",144.19,144.46,130.35,0.02
2021-12-23,146.14,147.56,145.95,146.09,"13,818,000.00",144.21,144.64,130.56,0
2021-12-27,147.06,147.42,146.25,146.46,"13,256,000.00",144.48,144.78,130.78,0.01
2021-12-28,145.45,147.37,144.94,147.37,"18,624,000.00",144.49,144.87,130.99,-0.01
2021-12-29,145.51,146.18,144.52,145.43,"17,022,000.00",144.69,144.94,131.2,0
2021-12-30,145.01,146.06,144.77,145.45,"12,978,000.00",144.91,144.98,131.41,0
2021-12-31,143.7,145.37,143.69,144.55,"17,298,000.00",144.96,145.03,131.62,-0.01
2022-01-03,144.09,144.56,142.53,143.49,"25,214,000.00",145.08,145.08,131.83,0
2022-01-04,143.43,145.61,142.84,144.56,"22,928,000.00",145.11,145.19,132.04,0
2022-01-05,136.72,143.32,136.59,143.2,"49,642,000.00",144.6,145.17,132.22,-0.05
2022-01-06,136.62,138.74,135.83,136.56,"29,050,000.00",144.04,145.13,132.39,0
2022-01-07,136.07,137.32,134.87,136.97,"19,408,000.00",143.49,144.94,132.57,0
2022-01-10,137.63,137.7,132.24,134.18,"34,096,000.00",142.99,144.79,132.75,0.01
2022-01-11,139.07,139.38,135.88,137.24,"23,502,000.00",142.66,144.62,132.93,0.01
2022-01-12,140.69,141.84,140.15,140.59,"23,642,000.00",142.49,144.58,133.13,0.01
2022-01-13,138.19,142.21,137.97,140.88,"26,566,000.00",142.08,144.45,133.3,-0.02
2022-01-14,138.84,140.24,136.57,136.57,"23,826,000.00",141.83,144.31,133.47,0
2022-01-18,135.36,136.46,134.7,135.67,"27,382,000.00",141.51,144.06,133.59,-0.03
2022-01-19,134.73,137.46,134.58,136.01,"20,796,000.00",141.17,143.79,133.71,0
2022-01-20,132.6,136.97,132.24,135.59,"21,930,000.00",140.64,143.48,133.82,-0.02
2022-01-21,129.21,133.84,129.12,132.11,"41,920,000.00",139.81,143.1,133.9,-0.03
2022-01-24,129.49,129.89,123.79,125.17,"55,148,000.00",138.97,142.78,133.98,0
